id,sex,race,age,marital_status,juv_fel_count,juv_misd_count,juv_other_count,priors_count,is_recid,is_violent_recid,c_custody_in_days,c_charges,c_charge_degrees,r_custody_in_days,r_charges,r_charge_degrees,h_prison,h_jail,rec_supervision_level,raw_v,score_v_txt,dec_v,raw_r,score_r_txt,dec_r,raw_a,score_a_txt,dec_a
1,Male,African-American,51,Single,0,0,0,1,0,0,56.0,"Burglary Unoccupied Dwelling,Grand Theft in the 3rd Degree","(F2),(F3)",,,,,1.0,1,-3.66,Low,1,-1.59,Low,1,24,Medium,6
1,Male,African-American,22,Single,0,0,0,1,1,0,17.0,"Battery,Resist/Obstruct W/O Violence","(M1),(M1)",,"Driving License Suspended,Unlaw LicTag/Sticker Attach","(M2),(M2)",,17.0,1,-2.38,Low,3,-0.91,Low,3,11,Low,1
1,Male,Caucasian,22,Single,0,0,0,0,0,0,58.0,"Burglary Unoccupied Dwelling,Grand Theft in the 3rd Degree","(F2),(F3)",,,,,178.0,3,-1.56,Medium,6,0.09,High,8,18,Low,3
1,Female,African-American,26,Single,0,0,0,1,1,1,2.0,"Poss Cocaine/Intent To Del/Sel,Poss Cocaine/Intent To Del/Sel","(F2),(F2)",58.0,"Possession of Cocaine,Resist/Obstruct W/O Violence,Child Abuse","(F3),(M1),(F3)",,58.0,1,-2.32,Low,3,-0.98,Low,4,16,Low,2
1,Male,Caucasian,27,Single,0,0,0,1,1,1,19.0,"Felony Battery w/Prior Convict,Criminal Mischief>$200<$1000,Aggravated Battery / Pregnant,Burglary Dwelling Assault/Batt,Grand Theft in the 3rd Degree,Tamper With Witness/Victim/CI","(F3),(M1),(F2),(F7),(F3),(F3)",18.0,Felony Battery w/Prior Convict,(M1),361.0,18.0,3,-1.2,High,8,-0.06,Medium,7,19,Low,3
1,Female,African-American,59,Single,0,0,0,2,0,0,,"Uttering A Forged Instrument,Uttering A Forged Instrument,Uttering A Forged Instrument,Grand Theft In The 3Rd Degree","(F3),(F3),(F3),(F3)",,,,,,1,-4.2,Low,1,-2.09,Low,1,15,Low,1
1,Male,Caucasian,32,Married,0,0,0,3,0,0,70.0,"Driving Under The Influence,Bike/Wrong Lane/Rotary/One Way","(M1),(0)",,,,,70.0,1,-2.47,Low,3,-1.64,Low,1,17,Low,2
1,Male,African-American,32,Significant Other,0,0,0,0,0,0,1.0,Felony Battery (Dom Strang),(F3),,,,,1.0,1,-3.05,Low,1,-1.36,Low,2,21,Low,4
1,Male,African-American,41,Single,0,0,0,1,0,0,2.0,"Unlaw LicTag/Sticker Attach,License Suspended Revoked,Theft/To Deprive,Expired Tag,Operate Against Lic/Restriction,Child Restraint Required,Fail Wear Safety Belt/Operator,License Not Carried Exhibited","(M2),(TCX),(M1),(TCX),(TCX),(0),(0),(0)",,,,,2.0,1,-2.81,Low,2,-1.02,Low,2,16,Low,2
1,Male,Caucasian,50,Married,0,0,0,0,0,0,1.0,Battery,(M1),,,,,1.0,1,-4.05,Low,1,-2.53,Low,1,12,Low,1
1,Male,African-American,30,Single,0,0,0,8,1,1,1.0,"Possess Cannabis/20 Grams Or Less,Possess Drug Paraphernalia,Possess Drug Paraphernalia,Possess Drug Paraphernalia,Possess Drug Paraphernalia","(M1),(M1),(M1),(M1),(M1)",1.0,"Driving While License Revoked,Possess Cannabis/20 Grams Or Less","(F3),(M1)",251.0,1.0,4,-0.74,High,9,0.78,High,10,26,Medium,7
1,Male,African-American,66,Single,0,0,0,0,0,0,1.0,Possession Of Paraphernalia,(MO3),,,,212.0,1.0,3,-2.52,Low,3,0.4,High,9,26,Medium,7
1,Male,African-American,52,Married,0,0,0,3,0,0,9.0,Driving While License Revoked,(F3),,,,,9.0,1,-3.24,Low,1,-0.46,Medium,5,29,High,8
1,Male,African-American,36,Divorced,0,0,0,0,-1,0,,,,,,,,150.0,2,-1.79,Medium,5,-0.21,Medium,6,29,High,8
1,Male,Caucasian,22,Single,0,0,0,3,0,0,0.0,Burglary Conveyance Unoccup,(F3),,,,,0.0,2,-1.78,Medium,5,-0.19,Medium,6,16,Low,2
1,Male,Other,50,Married,0,0,0,0,1,0,1.0,Carrying Concealed Firearm,(F3),2.0,Susp Drivers Lic 1st Offense,(M2),,2.0,1,-2.84,Low,2,-1.64,Low,1,13,Low,1
1,Male,African-American,25,Single,1,6,1,14,1,1,7.0,Deliver Cocaine,(F2),19.0,"Resist/Obstruct W/O Violence,DWLS/License Susp/Revoked,Expired Tag/ Reg>6 Months 2nd","(M1),(M2),(M2)",,1.0,4,-0.25,High,10,0.73,High,10,24,Medium,6
1,Female,Caucasian,44,Married,0,0,0,0,-1,0,,,,,,,,1.0,1,-3.83,Low,1,-2.33,Low,1,11,Low,1
1,Male,Other,20,Single,0,0,0,0,1,1,1.0,"Tampering With Physical Evidence,Possess Cannabis/20 Grams Or Less,Driving License Suspended,Fail Wear Safety Belt/Operator","(F3),(M1),(M2),(0)",423.0,"Agg Battery Grt/Bod/Harm,Robbery / No Weapon","(F2),(F2)",,1.0,3,-1.21,High,8,-0.33,Medium,5,11,Low,1
1,Male,African-American,22,Single,1,0,0,2,1,0,30.0,"Attempted Burg/struct/unocc,Grand Theft in the 3rd Degree,Possess Cannabis/20 Grams Or Less","(F3),(F3),(M1)",0.0,"Resist/Obstruct W/O Violence,Possess Cannabis/20 Grams Or Less","(M1),(M1)",,0.0,4,-0.57,High,10,0.39,High,9,16,Low,2
1,Male,African-American,23,Single,0,0,1,2,1,0,1.0,Discharge Firearm in Public,(M2),,"Leave Acc/Attend Veh/More $50,Operating W/O Valid License,Careless Driving","(M2),(M2),(0)",,1.0,3,-1.25,High,8,0.14,Medium,7,21,Low,3
1,Male,African-American,54,Single,0,0,0,6,0,0,106.0,Poss/Sel/Del Cocaine 1000FT Chur,(F1),,,,1748.0,106.0,2,-1.74,Medium,5,-0.22,Medium,6,32,High,9
1,Male,Caucasian,40,Divorced,0,0,0,4,0,0,1.0,"Dealing in Stolen Property,False Ownership Info/Pawn Item","(F2),(F3)",,,,,13.0,1,-1.99,Low,4,-0.47,Medium,5,16,Low,2
1,Male,African-American,25,Single,0,0,0,10,0,0,181.0,Burglary Unoccupied Dwelling,(F2),,,,1723.0,38.0,2,-1.54,Medium,6,-0.07,Medium,7,15,Low,1
1,Female,African-American,35,Single,0,0,0,1,0,0,1.0,Driving License Suspended,(M2),,,,,1.0,1,-2.95,Low,1,-1.53,Low,2,14,Low,1
1,Male,African-American,36,Single,0,0,0,9,1,0,4.0,"Deliver Cocaine,Susp Drivers Lic 1st Offense","(F2),(M2)",0.0,Possess Cannabis/20 Grams Or Less,(M1),583.0,4.0,2,-1.54,Medium,6,0.03,Medium,7,23,Medium,5
1,Male,Caucasian,26,Single,0,0,0,7,1,0,0.0,"Burglary Unoccupied Dwelling,Petit Theft $100- $300,Resist/Obstruct W/O Violence,Possession Burglary Tools,Criminal Mischief Damage <$200","(F2),(M1),(M1),(F3),(M2)",1.0,"Resist/Obstruct W/O Violence,Imp Pass/Interfr Approch Traff","(M1),(0)",,0.0,3,-2.15,Low,4,0.15,High,8,19,Low,3
1,Male,Other,21,Single,0,0,0,1,1,0,4.0,Grand Theft in the 3rd Degree,(F3),98.0,"Pos Cannabis W/Intent Sel/Del,Possess Drug Paraphernalia,Possess Drug Paraphernalia","(F3),(M1),(M1)",,98.0,2,-1.5,Medium,6,-0.21,Medium,6,15,Low,1
1,Female,African-American,28,Single,0,0,0,0,-1,0,,,,,,,,1.0,1,-2.28,Low,3,-1.28,Low,3,17,Low,2
1,Male,Caucasian,30,Single,0,0,1,6,0,0,10.0,Burglary Conveyance Unoccup,(F3),,,,,10.0,1,-1.98,Low,4,-0.32,Medium,5,16,Low,2
1,Male,Caucasian,25,Single,0,0,0,9,1,1,1.0,Pos Cannabis W/Intent Sel/Del,(F3),,"Driving License Suspended,Speed Posted Municip/State Rd-Driver,Fail Wear Safety Belt/Operator","(M2),(0),(0)",,8.0,4,-0.91,High,9,0.21,High,8,17,Low,2
1,Male,African-American,71,Single,0,0,0,12,0,0,,Possess Cannabis/20 Grams Or Less,(M1),,,,,,2,-2.51,Low,3,0.06,Medium,7,30,High,8
1,Male,African-American,34,Single,0,0,0,3,0,0,16.0,Battery,(M1),,,,,16.0,1,-2.89,Low,2,-0.92,Low,3,27,Medium,7
1,Female,Caucasian,20,Single,0,0,0,0,0,0,1.0,"Poss3,4 Methylenedioxymethcath,Possess Cannabis/20 Grams Or Less","(F3),(M1)",,,,,1.0,3,-1.22,High,8,-0.23,Medium,7,16,Low,2
1,Male,Caucasian,39,Single,0,0,0,2,1,0,0.0,"Possession Of Alprazolam,Unlawful Speed (Requires Speeds)-Driver","(F3),(0)",22.0,"Possession of Hydromorphone,Disobey/Ran Stop Sign","(F3),(0)",,1.0,1,-3.23,Low,1,-1.53,Low,1,14,Low,1
1,Male,Caucasian,66,Single,0,0,0,3,0,0,30.0,"Flee/Elude LEO-Agg Flee Unsafe,DUI - Property Damage/Personal Injury,DUI - Property Damage/Personal Injury,DUI - Property Damage/Personal Injury,DUI - Property Damage/Personal Injury,Refuse Submit Blood/Breath Test,Reckles Driv Pers-Inj/Prop Dam,Driving Under The Influence,Driving License Suspended,Improper Left Turn,Disobey/Ran Stop Sign,Disobey/Ran Stop Sign,Disobey/Ran Stop Sign,Fail To Stop Steady Red Signal,Fail To Stop Steady Red Signal,Fail To Stop Steady Red Signal,DUI - Property Damage/Personal Injury,Fail To Obey Police Officer","(F2),(M1),(M1),(M1),(M1),(M1),(M1),(M1),(M2),(0),(0),(0),(0),(0),(0),(0),(M1),(M2)",,,,,30.0,1,-3.95,Low,1,-2.07,Low,1,14,Low,1
1,Female,Caucasian,54,Divorced,0,0,0,0,0,0,0.0,"DUI Level 0.15 Or Minor In Veh,Driving Under The Influence,U-turn Improper Unsafe Prohibited","(M1),(M1),(0)",,,,,0.0,1,-4.03,Low,1,-2.36,Low,1,12,Low,1
1,Male,African-American,28,Single,0,0,0,0,-1,0,,,,,,,,,1,-1.88,Medium,5,-0.54,Low,4,16,Low,2
1,Female,Hispanic,44,Married,0,0,0,0,0,0,1.0,Battery,(M1),,,,,1.0,1,-3.71,Low,1,-2.2,Low,1,12,Low,1
1,Male,African-American,19,Single,0,0,0,1,1,1,9.0,Battery,(M2),6.0,"Resist Officer w/Violence,Battery on Law Enforc Officer,Possess Cannabis/20 Grams Or Less,Resist/Obstruct W/O Violence,Viol Injunction Protect Dom Violence","(F3),(F3),(M1),(M1),(M1)",,9.0,2,-1.45,Medium,7,-0.72,Low,4,13,Low,1
1,Male,African-American,24,Single,0,0,0,1,0,0,137.0,"Robbery W/Firearm,Aggrav Battery w/Deadly Weapon","(F1),(F2)",,,,,137.0,1,-2.25,Low,3,-1.16,Low,2,13,Low,1
1,Male,African-American,30,Single,0,0,0,1,0,0,1.0,Fail To Redeliv Hire/Leas Prop,(F3),,,,,1.0,1,-2.64,Low,2,-1.09,Low,2,24,Medium,6
1,Female,Caucasian,39,Married,0,0,0,0,1,1,2.0,"Throw Deadly Missile Into Veh,Aggravated Assault W/Dead Weap,Battery","(F2),(F3),(M1)",0.0,Battery,(M1),,2.0,1,-3.41,Low,1,-1.94,Low,1,16,Low,2
1,Female,African-American,32,Single,0,0,0,8,0,0,1.0,Battery,(M1),,,,,0.0,1,-3.03,Low,1,-1.25,Low,3,18,Low,3
1,Male,Caucasian,24,Single,0,1,2,8,1,0,12.0,"Robbery / No Weapon,Dealing in Stolen Property,False Ownership Info/Pawn Item","(F2),(F2),(F3)",0.0,Poss Wep Conv Felon,(F2),1989.0,12.0,2,-1.52,Medium,6,-0.15,Medium,6,23,Medium,5
1,Male,Caucasian,30,Single,0,0,0,0,0,0,6.0,"Possession Of Methamphetamine,Possession of Cocaine","(F3),(F3)",,,,,20.0,1,-2.58,Low,2,-0.66,Low,4,14,Low,1
1,Male,Caucasian,31,Single,0,0,0,0,0,0,39.0,Battery,(M1),,,,,39.0,1,-2.68,Low,2,-0.51,Medium,5,23,Medium,5
1,Female,Caucasian,39,Single,0,0,0,1,0,0,107.0,Possession of Morphine,(F3),,,,1433.0,5.0,1,-2.28,Low,3,-0.96,Low,4,21,Low,4
1,Male,African-American,59,Single,0,0,0,14,1,1,110.0,Felony Battery w/Prior Convict,(F3),110.0,Aggravated Assault W/Dead Weap,(F3),1079.0,110.0,3,-2.18,Low,4,0.54,High,9,29,High,8
1,Male,Caucasian,35,Single,0,0,0,7,0,0,0.0,Felony Driving While Lic Suspd,(F3),,,,,0.0,2,-2.4,Low,3,-0.17,Medium,6,22,Medium,5
1,Female,Other,24,Married,0,0,0,0,0,0,17.0,Aggrav Battery w/Deadly Weapon,(F2),,,,,17.0,1,-2.21,Low,4,-1.11,Low,3,18,Low,3
1,Male,Caucasian,43,Single,0,0,0,1,0,0,1.0,"Purchase Of Cocaine,Possess Drug Paraphernalia,Improper Parking Two Way Road,Possession of Cocaine","(F2),(M1),(0),(F3)",,,,,1.0,1,-3.34,Low,1,-1.47,Low,1,23,Medium,5
1,Male,African-American,21,Single,1,0,1,2,0,0,2.0,"Tampering With Physical Evidence,Possess Cannabis/20 Grams Or Less","(F3),(M1)",,,,,4.0,3,-1.68,Medium,6,0.47,High,9,19,Low,3
1,Female,African-American,21,Single,0,0,0,0,0,0,4.0,Battery,(M1),,,,,4.0,1,-2.05,Low,4,-0.82,Low,4,12,Low,1
1,Male,African-American,21,Single,0,0,0,3,1,0,6.0,"Burglary Unoccupied Dwelling,Grand Theft in the 3rd Degree","(F2),(F3)",302.0,"Grand Theft (Motor Vehicle),Resist/Obstruct W/O Violence,Reckless Driving,Lve/Scen/Acc/Veh/Prop/Damage,Operating W/O Valid License","(F3),(M1),(M2),(M2),(M2)",1422.0,256.0,3,-1.56,Medium,6,0.43,High,9,15,Low,1
1,Male,African-American,27,Single,0,0,0,0,0,0,1.0,Driving While License Revoked,(F3),,,,,1.0,2,-2.46,Low,3,-0.09,Medium,7,15,Low,1
1,Male,African-American,20,Single,0,0,0,0,0,0,0.0,Burglary Conveyance Unoccup,(F3),,,,,1.0,3,-1.54,Medium,6,0.13,High,8,19,Low,3
1,Male,Caucasian,38,Married,0,0,0,5,1,0,3.0,"Possess Cannabis/20 Grams Or Less,Side Wind/Rest Sunscreen","(M1),(0)",1.0,"Possession of Cannabis,Possess Cannabis/20 Grams Or Less","(F3),(M1)",,3.0,1,-2.4,Low,3,-0.55,Low,4,16,Low,2
1,Male,African-American,27,Single,0,0,0,3,0,0,207.0,Robbery / No Weapon,(F3),,,,333.0,207.0,3,-2.06,Low,4,0.52,High,9,19,Low,3
1,Male,Caucasian,34,Single,0,0,0,0,0,0,15.0,"Aggravated Assault w/Firearm,Poss Wep Conv Felon","(F3),(F2)",,,,,69.0,1,-1.9,Medium,5,-0.34,Medium,5,16,Low,2
1,Male,African-American,30,Single,0,0,0,3,0,0,0.0,Possession of Cocaine,(F3),,,,,0.0,1,-2.31,Low,3,-0.89,Low,3,14,Low,1
1,Male,African-American,33,Significant Other,0,0,0,5,1,0,0.0,"Poss Contr Subst W/o Prescript,Possess Cannabis/20 Grams Or Less,Side Wind/Rest Sunscreen","(F3),(M1),(0)",,"Possess Cannabis/20 Grams Or Less,Unlawful Speed (Requires Speeds)","(M1),(0)",,0.0,1,-2.63,Low,2,-0.37,Medium,5,14,Low,1
1,Male,African-American,37,Separated,0,0,0,3,0,0,1.0,"Poss3,4 Methylenedioxymethcath,Possess Cannabis/20 Grams Or Less,Susp Drivers Lic 1st Offense,Expired Tag More Than 6 Months","(F3),(M1),(M2),(0)",,,,,7.0,1,-3.3,Low,1,-1.31,Low,2,14,Low,1
1,Male,Caucasian,42,Significant Other,0,0,0,1,1,0,1.0,Aggrav Stalking After Injunctn,(F3),36.0,Aggrav Stalking After Injunctn,(F3),,44.0,1,-2.85,Low,2,-1.04,Low,2,13,Low,1
1,Male,African-American,41,Single,0,1,0,10,1,0,176.0,"Possession of Cocaine,Possess Cannabis/20 Grams Or Less","(F3),(M1)",41.0,Resist/Obstruct W/O Violence,(M1),716.0,176.0,3,-1.36,Medium,7,0.53,High,9,24,Medium,6
1,Male,African-American,22,Single,0,0,0,0,1,0,1.0,"Uttering a Forged Instrument,Grand Theft in the 3rd Degree,Crim Use of Personal ID Info","(F3),(F3),(F3)",0.0,"Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,Uttering a Forged Instrument,Uttering a Forged Instrument","(F3),(F3),(F3),(F3)",,1.0,2,-1.49,Medium,7,-0.58,Low,4,13,Low,1
1,Male,African-American,33,Divorced,0,12,2,28,1,0,2.0,"Driving While License Revoked,Unlaw Use False Name/Identity,Restriction For Wndow Behnd Drv","(F3),(M1),(0)",1.0,"Operating W/O Valid License,Oper Veh Unsafe/Improp Equip","(M2),(0)",597.0,13.0,3,-1.88,Medium,5,0.28,High,8,27,Medium,7
1,Male,Caucasian,44,Single,0,0,0,0,0,0,1.0,"Criminal Mischief Damage <$200,Petit Theft $100- $300","(M2),(M1)",,,,,1.0,1,-3.43,Low,1,-2.04,Low,1,16,Low,2
1,Male,African-American,31,Single,0,0,0,1,0,0,1.0,Battery,(M1),,,,,1.0,3,-1.2,High,8,-0.03,Medium,7,25,Medium,6
1,Male,African-American,26,Single,0,0,0,9,0,0,1.0,"Felony Driving While Lic Suspd,Fail to Obey Traffic Sign","(F3),(0)",,,,1975.0,1.0,3,-1.32,Medium,7,0.25,High,8,16,Low,2
1,Female,Other,30,Single,0,0,0,1,0,0,1.0,"Crim Use of Personal ID Info,Crim Use of Personal ID Info,Crim Use of Personal ID Info,Crim Use of Personal ID Info,Crim Use of Personal ID Info","(F3),(F3),(F3),(F3),(F3)",,,,,8.0,1,-2.85,Low,2,-1.52,Low,2,14,Low,1
1,Male,Caucasian,31,Single,0,0,0,13,1,1,471.0,"Dealing in Stolen Property,False Ownership Info/Pawn Item,Grand Theft in the 3rd Degree","(F2),(F3),(F3)",,Burglary Unoccupied Dwelling,(F2),1560.0,138.0,3,-1.45,Medium,7,0.71,High,10,21,Low,4
1,Male,African-American,27,Single,0,0,0,3,1,0,1.0,"Possession of Cocaine,Pos Cannabis W/Intent Sel/Del","(F3),(F3)",,"Felony Driving While Lic Suspd,Resist/Obstruct W/O Violence,No Tag Light,Expired DL More Than 6 Months","(F3),(M1),(0),(M2)",1281.0,143.0,3,-2.12,Low,4,0.34,High,9,22,Medium,5
1,Female,Caucasian,31,Single,0,0,0,1,0,0,1.0,"Grand Theft (Motor Vehicle),Contribute Delinq/Depnd of Minor","(F3),(M1)",,,,,90.0,1,-2.77,Low,2,-1.31,Low,2,13,Low,1
1,Male,Hispanic,47,Single,0,0,0,2,0,0,1.0,"Grand Theft in the 3rd Degree,Possess Cannabis/20 Grams Or Less","(F3),(M1)",,,,,1.0,1,-3.38,Low,1,-1.45,Low,1,18,Low,3
1,Male,African-American,56,Single,0,0,0,8,0,0,80.0,"False Imprisonment,Aggravated Assault W/dead Weap,Felony Battery w/Prior Convict","(F3),(F3),(F3)",,,,869.0,106.0,3,-2.4,Low,3,0.43,High,9,32,High,9
1,Male,Asian,33,Single,0,0,0,2,0,0,14.0,Failure To Pay Taxi Cab Charge,(MO3),,,,,44.0,4,-1.21,High,8,0.3,High,8,21,Low,4
1,Male,Caucasian,52,Single,0,0,0,3,0,0,1.0,Battery,(M1),,,,,1.0,3,-1.73,Medium,6,0.39,High,9,26,Medium,7
1,Male,African-American,33,Single,0,0,0,19,1,0,1.0,"Burglary Structure Unoccup,Criminal Mischief","(F3),(F3)",,Petit Theft,(M2),1940.0,1.0,3,-1.44,Medium,7,1.08,High,10,23,Medium,5
1,Male,Caucasian,61,Single,0,0,0,0,0,0,15.0,Obstruct Officer W/Violence,(F3),,,,1873.0,15.0,1,-3.1,Low,1,-0.53,Low,4,31,High,9
1,Female,Caucasian,64,Married,0,0,0,2,0,0,0.0,"Resist/Obstruct W/O Violence,Driving Under The Influence,Drive on Sidewalk/Bike Path","(M1),(M1),(0)",,,,,0.0,1,-4.36,Low,1,-2.36,Low,1,12,Low,1
1,Male,Caucasian,22,Single,0,0,0,4,1,0,14.0,"Possession Of Alprazolam,Possess Cannabis/20 Grams Or Less,Loitering/prowling","(F3),(M1),(M2)",,Petit Theft,(M2),,14.0,3,-1.22,High,8,-0.25,Medium,6,13,Low,1
1,Male,Caucasian,42,Single,0,0,0,6,0,0,0.0,Possession Of Alprazolam,(F3),,,,,86.0,1,-3.39,Low,1,-0.86,Low,3,21,Low,4
1,Female,Caucasian,25,Single,0,0,0,2,0,0,3.0,"Dealing in Stolen Property,False Ownership Info/Pawn Item","(F2),(F3)",,,,,3.0,1,-1.83,Medium,5,-0.82,Low,4,22,Medium,5
1,Male,Caucasian,27,Single,0,0,0,0,0,0,1.0,Grand Theft in the 3rd Degree,(F3),,,,,1.0,1,-2.62,Low,2,-1.39,Low,1,13,Low,1
1,Male,Caucasian,30,Single,0,0,0,1,0,0,4.0,"Battery on Law Enforc Officer,Agg Fleeing and Eluding,Resist/Obstruct W/O Violence,Reckless Driving,Imp Pass/Interfr Approch Traff,Improper Left Turn,Drive Left Side No Passing Zone,Careless Driving,Careless Driving,Disobey Officer/Fireman,Reckless Driving","(M1),(M2),(M1),(M2),(0),(0),(0),(0),(0),(M2),(M2)",,,,,4.0,1,-2.7,Low,2,-1.26,Low,2,17,Low,2
1,Male,African-American,23,Single,0,0,0,0,-1,0,,,,,,,,1.0,1,-2.24,Low,3,-1.1,Low,2,11,Low,1
1,Male,Caucasian,28,Single,0,0,0,2,0,0,,"Murder in the First Degree,Aggravated Assault W/dead Weap","(F6),(F3)",,,,,,1,-2.7,Low,2,-1.39,Low,1,11,Low,1
1,Female,Other,37,Married,0,0,0,2,0,0,2.0,Petit Theft,(M2),,,,,2.0,1,-3.35,Low,1,-1.32,Low,2,15,Low,1
1,Male,Caucasian,21,Single,0,0,0,1,0,0,1.0,"Possession of Cannabis,Possess Drug Paraphernalia","(F3),(M1)",,,,,1.0,2,-1.67,Medium,6,-0.51,Medium,5,11,Low,1
1,Male,Caucasian,28,Single,0,0,0,0,1,0,1.0,"Battery,Disorderly Intoxication","(M1),(M2)",1.0,Viol Injunct Domestic Violence,(M1),,0.0,1,-2.5,Low,3,-1.11,Low,2,11,Low,1
1,Female,African-American,24,Single,0,0,0,0,0,0,2.0,"Battery,Battery","(M1),(M1)",,,,,2.0,1,-2.49,Low,3,-1.45,Low,2,11,Low,1
1,Male,African-American,37,Single,0,0,0,13,0,0,29.0,"Robbery / Weapon,Aggravated Assault W/Dead Weap","(F1),(F3)",,,,,40.0,3,-1.49,Medium,7,0.13,High,8,22,Medium,5
1,Male,African-American,22,Single,0,0,0,0,0,0,8.0,Burglary Unoccupied Dwelling,(F2),,,,1926.0,8.0,4,-1,High,8,0.57,High,9,15,Low,1
1,Female,Caucasian,29,Single,0,1,0,10,1,0,7.0,"Grand Theft in the 3rd Degree,Possession Of Alprazolam","(F3),(F3)",38.0,"Felony Petit Theft,Uttering a Forged Instrument,Unlaw Pos of Prson ID of another,Unlawful Use Of License","(F3),(F3),(F3),(M2)",,21.0,1,-2.66,Low,2,-0.86,Low,4,13,Low,1
1,Female,Caucasian,25,Single,0,0,0,0,0,0,1.0,Uttering a Forged Instrument,(F3),,,,,1.0,1,-2.31,Low,3,-1.04,Low,3,13,Low,1
1,Male,Caucasian,44,Married,0,0,0,2,1,0,0.0,Battery,(M1),,Viol Injunct Domestic Violence,(M1),,0.0,1,-2.95,Low,1,-1.14,Low,2,17,Low,2
1,Female,Hispanic,30,Single,0,0,0,4,1,1,0.0,Battery on Law Enforc Officer,(F3),32.0,"Battery,Battery","(M1),(M1)",,32.0,1,-1.91,Medium,5,-0.77,Medium,5,14,Low,1
1,Male,African-American,32,Single,0,0,0,3,1,0,8.0,Possession of Cocaine,(F3),,"Deliver Cocaine,Delivery of Heroin,Possession of Cocaine,Possession Of Heroin,Possess Cannabis/20 Grams Or Less","(F2),(F2),(F3),(F3),(M1)",1394.0,8.0,2,-2.51,Low,3,-0.06,Medium,7,25,Medium,6
1,Male,Hispanic,53,Married,0,0,0,1,0,0,1.0,"Resist Officer w/Violence,Resist/Obstruct W/O Violence","(F3),(M1)",,,,,1.0,1,-3.51,Low,1,-0.73,Low,4,15,Low,1
1,Male,Other,34,Married,0,0,0,1,0,0,2.0,Battery,(M1),,,,,2.0,1,-3.32,Low,1,-1.2,Low,2,17,Low,2
1,Male,Caucasian,31,Single,0,0,0,2,1,0,15.0,"Resist/Obstruct W/O Violence,Battery","(M1),(M1)",,Theft/To Deprive,(M1),,15.0,1,-2.54,Low,3,-1,Low,3,12,Low,1
1,Male,African-American,27,Single,0,0,0,5,0,0,7.0,Possession of Cocaine,(F3),,,,2318.0,7.0,4,-0.38,High,10,1.04,High,10,31,High,9
1,Male,African-American,31,Married,0,0,0,1,1,0,1.0,Lewdness Violation,(M2),,Driving License Suspended,(M2),,1.0,1,-2.29,Low,3,-1.28,Low,2,14,Low,1
1,Male,Caucasian,59,Single,0,0,0,1,1,0,1.0,"Possession of Cocaine,Possess Drug Paraphernalia","(F3),(M1)",7.0,"Expired DL More Than 6 Months,FTYROW When Turning Left","(M2),(0)",,55.0,1,-3.38,Low,1,-1.12,Low,2,13,Low,1
1,Male,African-American,28,Single,0,0,0,15,0,0,41.0,"Poss of Firearm by Convic Felo,Poss Wep Conv Felon,Possess Cannabis/20 Grams Or Less","(F2),(F2),(M1)",,,,1482.0,1.0,4,-1.04,High,8,1.08,High,10,21,Low,4
1,Female,Caucasian,45,Single,0,0,0,4,0,0,,"Resist Officer w/Violence,Battery","(F3),(M1)",,,,,,1,-2.48,Low,3,-0.88,Low,4,27,High,8
1,Male,Caucasian,23,Single,0,0,0,0,0,0,1.0,"Driving Under The Influence,Using Airless Tires,Pers/Inj/Prot/Ins Require,Fail To Display Registration","(M1),(0),(0),(0)",,,,,1.0,1,-2.3,Low,3,-0.82,Low,3,13,Low,1
1,Female,African-American,20,Single,1,0,0,1,0,0,3.0,Grand Theft in the 3rd Degree,(F3),,,,,3.0,4,-0.61,High,10,0.91,High,10,16,Low,2
1,Male,African-American,42,Significant Other,0,0,0,2,0,0,11.0,"Grand Theft in the 1st Degree,Organized Fraud,Crim Conspiracy 2nd Deg Felony","(F1),(F1),(F2)",,,,,1.0,1,-3.63,Low,1,-1.41,Low,1,17,Low,2
1,Female,Caucasian,43,Married,0,0,0,0,0,0,1.0,"DUI Level 0.15 Or Minor In Veh,Driving Under The Influence,U-turn Improper Unsafe Prohibited,Fail To Obey Traff Control Dev","(M1),(M1),(0),(0)",,,,,1.0,1,-3.71,Low,1,-2.13,Low,1,16,Low,2
1,Male,African-American,38,Single,1,1,0,9,1,0,13.0,"Deliver Cocaine,Possession of Cocaine,Possess Drug Paraphernalia,Unlaw Use False Name/Identity","(F2),(F3),(M1),(M1)",1.0,"Resist/Obstruct W/O Violence,Prowling/Loitering","(M1),(M2)",1112.0,13.0,3,-1.98,Low,4,0.21,High,8,21,Low,4
1,Male,African-American,32,Single,0,0,0,11,1,1,1.0,Poss Pyrrolidinovalerophenone,(F3),36.0,Poss Pyrrolidinovalerophenone,(F3),557.0,1.0,2,-1.86,Medium,5,-0.25,Medium,6,21,Low,4
1,Male,African-American,33,Single,0,0,0,8,1,1,1.0,"Battery,Assault","(M1),(M2)",,Possess Cannabis/20 Grams Or Less,(M1),,1.0,1,-2.65,Low,2,-0.48,Medium,5,23,Medium,5
1,Male,African-American,55,Single,0,0,0,4,0,0,16.0,Prostitution/Lewdness/Assign,(MO3),,,,,16.0,3,-2.34,Low,3,0.18,High,8,21,Low,4
